u,v,curv
2051,3478,78.0
2051,3678,82.0
2051,3682,64.0
2051,3748,64.0
2051,3767,73.0
2051,4064,82.0
2053,2664,26.0
2053,3396,42.0
2053,3625,31.0
2053,3670,31.0
2053,3819,29.0
2053,3873,38.0
2053,3908,37.0
2053,4016,39.0
2054,2500,16.0
2054,2703,17.0
2054,3097,18.0
2055,2236,16.0
2055,2391,16.0
2055,3383,22.0
2055,3437,18.0
2055,4049,20.0
2055,4058,16.0
2056,2205,26.0
2056,2503,32.0
2056,2734,24.0
2056,3010,38.0
2056,3210,31.0
2056,3384,23.0
2056,3753,24.0
2057,2085,88.0
2057,2126,95.0
2057,2169,87.0
2057,2212,97.0
2057,2350,84.0
2057,2359,99.0
2057,2374,91.0
2057,2488,93.0
2057,2628,93.0
2057,2692,90.0
2057,2730,92.0
2057,2943,94.0
2057,2996,90.0
2057,3037,86.0
2057,3068,90.0
2057,3270,92.0
2057,3382,92.0
2057,3461,97.0
2057,3646,89.0
2057,3692,95.0
2057,3749,93.0
2057,3796,94.0
2057,3804,93.0
2057,3912,99.0
2057,3951,91.0
2057,3964,91.0
2057,4013,95.0
2057,4036,89.0
2057,4056,93.0
2058,2135,54.0
2058,2243,58.0
2058,2697,53.0
2058,2742,61.0
2058,2746,61.0
2058,2770,54.0
2058,3015,41.0
2058,3213,56.0
2058,3422,53.0
2058,3521,52.0
2058,3688,58.0
2058,3789,55.0
2058,3791,42.0
2059,2141,102.0
2059,2176,92.0
2059,2322,93.0
2059,2327,93.0
2059,2341,75.0
2059,2479,82.0
2059,2522,93.0
2059,2688,97.0
2059,2706,95.0
2059,2716,96.0
2059,2717,83.0
2059,2802,95.0
2059,2834,84.0
2059,2866,84.0
2059,2926,95.0
2059,3144,99.0
2059,3157,84.0
2059,3218,85.0
2059,3238,99.0
2059,3265,93.0
2059,3544,92.0
2059,3764,80.0
2059,3838,87.0
2059,3946,90.0
2059,3969,86.0
2059,3979,86.0
2059,4085,85.0
2060,2808,37.0
2060,2997,31.0
2060,3109,34.0
2060,3196,24.0
2060,4017,22.0
2061,2469,12.0
2061,2682,11.0
2061,2751,10.0
2061,3405,8.0
2062,2145,99.0
2062,2451,95.0
2062,2692,91.0
2062,2748,98.0
2062,2765,92.0
2062,2821,87.0
2062,2838,87.0
2062,2867,85.0
2062,2937,91.0
2062,3086,96.0
2062,3150,85.0
2062,3171,99.0
2062,3177,89.0
2062,3485,89.0
2062,3525,88.0
2062,3710,88.0
2062,3798,93.0
2062,3820,97.0
2062,3841,84.0
2062,3857,97.0
2062,3860,91.0
2062,4005,95.0
2062,4039,98.0
2062,4042,97.0
2063,2284,10.0
2063,4052,6.0
2064,2616,6.0
2064,3029,3.0
2064,3990,8.0
2065,2075,67.0
2065,2221,73.0
2065,2394,51.0
2065,2516,71.0
2065,2902,71.0
2065,3057,71.0
2065,3110,72.0
2065,3167,59.0
2065,3206,72.0
2065,3310,61.0
2065,3418,65.0
2065,3551,66.0
2065,3586,74.0
2065,3842,64.0
2065,4023,74.0
2066,2122,76.0
2066,2169,80.0
2066,2186,76.0
2066,2334,76.0
2066,2336,76.0
2066,2374,84.0
2066,2488,86.0
2066,2692,83.0
2066,2730,85.0
2066,2760,72.0
2066,2848,68.0
2066,2993,77.0
2066,3101,64.0
2066,3133,72.0
2066,3420,82.0
2066,3807,71.0
2066,3912,92.0
2066,3934,76.0
2066,3944,73.0
2066,3951,84.0
2066,4004,74.0
2066,4013,88.0
2066,4056,86.0
2067,2070,36.0
2067,2228,42.0
2067,2705,40.0
2067,2782,41.0
2067,2959,40.0
2067,3053,40.0
2067,3256,37.0
2067,3337,40.0
2067,3527,27.0
2067,3800,37.0
2067,3861,37.0
2069,2103,51.0
2069,2250,34.0
2069,2468,48.0
2069,2780,39.0
2069,2807,57.0
2069,3090,58.0
2069,3137,52.0
2069,3466,58.0
2069,3720,61.0
2070,2178,50.0
2070,2228,40.0
2070,2705,38.0
2070,2782,39.0
2070,3008,45.0
2070,3256,35.0
2070,3527,25.0
2070,3532,49.0
2070,3959,40.0
2071,2231,8.0
2072,2257,50.0
2072,2349,49.0
2072,2390,52.0
2072,2423,58.0
2072,3119,46.0
2072,3146,53.0
2072,3262,45.0
2072,3309,43.0
2072,3407,50.0
2072,3490,44.0
2072,4026,48.0
2074,2680,0.0
2075,2186,73.0
2075,2221,78.0
2075,2336,73.0
2075,2374,81.0
2075,2902,76.0
2075,3133,69.0
2075,3274,66.0
2075,3308,75.0
2075,3418,70.0
2075,3420,79.0
2075,3586,79.0
2075,3646,79.0
2075,3749,83.0
2075,3842,69.0
2075,3951,81.0
2075,4023,79.0
2076,2399,4.0
2076,2863,5.0
2077,2156,20.0
2077,2476,20.0
2077,3605,27.0
2077,3700,19.0
2077,3909,19.0
2077,3948,16.0
2078,2082,34.0
2078,2481,41.0
2078,2497,45.0
2078,2702,39.0
2078,2731,49.0
2078,2954,33.0
2078,3536,29.0
2078,3682,40.0
2078,3748,40.0
2079,2690,31.0
2079,2910,44.0
2079,3168,39.0
2079,3170,39.0
2079,3189,32.0
2079,3612,41.0
2079,3696,31.0
2079,3780,29.0
2079,3853,30.0
2079,3887,30.0
2079,3920,36.0
2079,3957,30.0
2080,2698,58.0
2080,3024,64.0
2080,3028,71.0
2080,3081,56.0
2080,3101,51.0
2080,3226,55.0
2080,3589,51.0
2080,3659,62.0
2080,3863,57.0
2080,3944,60.0
2082,2188,33.0
2082,2504,29.0
2082,2804,30.0
2082,3361,31.0
2082,3536,27.0
2082,3569,26.0
2082,3680,30.0
2082,3716,28.0
2082,4006,25.0
2083,2286,40.0
2083,2389,45.0
2083,2460,52.0
2083,2483,42.0
2083,2511,35.0
2083,2570,42.0
2083,2744,39.0
2083,3279,36.0
2083,3336,31.0
2083,4069,50.0
2083,4076,57.0
2085,2336,79.0
2085,2359,95.0
2085,2470,87.0
2085,2488,89.0
2085,2541,80.0
2085,2730,88.0
2085,2943,90.0
2085,2996,86.0
2085,3068,86.0
2085,3270,88.0
2085,3289,68.0
2085,3461,93.0
2085,3486,82.0
2085,3548,74.0
2085,3646,85.0
2085,3807,74.0
2085,3912,95.0
2085,3951,87.0
2085,3964,87.0
2085,4013,91.0
2085,4056,89.0
2086,3173,10.0
2086,3808,10.0
2087,2599,55.0
2087,2763,43.0
2087,2787,63.0
2087,2842,51.0
2087,2970,49.0
2087,3071,48.0
2087,3093,66.0
2087,3199,60.0
2087,3211,68.0
2087,3346,50.0
2087,3502,67.0
2087,3541,45.0
2087,3566,63.0
2087,3939,53.0
2087,3947,50.0
2088,2090,58.0
2088,2173,75.0
2088,2241,72.0
2088,2323,69.0
2088,2340,75.0
2088,2590,72.0
2088,2615,70.0
2088,2871,67.0
2088,3159,85.0
2088,3307,58.0
2088,3441,77.0
2088,3547,76.0
2088,3565,71.0
2088,3666,74.0
2088,3678,76.0
2088,3972,72.0
2089,3246,14.0
2089,3651,24.0
2090,2170,43.0
2090,2195,32.0
2090,2206,53.0
2090,2340,61.0
2090,2590,58.0
2090,2615,56.0
2090,3139,40.0
2090,3565,57.0
2090,3648,35.0
2090,3972,58.0
2090,3978,52.0
2091,3278,12.0
2092,2159,55.0
2092,2503,51.0
2092,2540,63.0
2092,2598,69.0
2092,2755,44.0
2092,2756,68.0
2092,2759,71.0
2092,3301,68.0
2092,3313,72.0
2092,3574,57.0
2092,3636,50.0
2092,3758,62.0
2092,3784,76.0
2092,3983,48.0
2092,3999,69.0
2092,4055,46.0
2092,4081,49.0
2093,2621,38.0
2093,2904,36.0
2093,3000,40.0
2093,3284,42.0
2093,3505,42.0
2093,4002,43.0
2094,2257,42.0
2094,2960,27.0
2094,3119,38.0
2094,3249,31.0
2094,3490,36.0
2094,3623,26.0
2094,3864,32.0
2094,3918,30.0
2094,4029,34.0
2095,2100,40.0
2095,2307,37.0
2095,2632,33.0
2095,2764,34.0
2095,2818,35.0
2095,3603,48.0
2095,3751,32.0
2095,3783,29.0
2096,2178,62.0
2096,2207,58.0
2096,2418,46.0
2096,2528,59.0
2096,2705,50.0
2096,2782,51.0
2096,2861,60.0
2096,3110,70.0
2096,3586,72.0
2096,3611,68.0
2096,3793,53.0
2097,2361,80.0
2097,2521,69.0
2097,2542,85.0
2097,2598,76.0
2097,2612,76.0
2097,2695,80.0
2097,2917,81.0
2097,2924,74.0
2097,3010,64.0
2097,3094,90.0
2097,3197,78.0
2097,3301,75.0
2097,3583,77.0
2097,3683,54.0
2097,3723,58.0
2097,3724,70.0
2097,3758,69.0
2097,3833,75.0
2097,3883,75.0
2097,3903,80.0
2097,4081,56.0
2098,2407,25.0
2098,2830,22.0
2098,3052,18.0
2098,3730,21.0
2099,2819,4.0
2100,2252,47.0
2100,2306,55.0
2100,2428,46.0
2100,2458,47.0
2100,2611,59.0
2100,2632,43.0
2100,2764,44.0
2100,2789,49.0
2100,2818,45.0
2100,2921,61.0
2100,3226,54.0
2100,3603,58.0
2100,3660,53.0
2100,3958,50.0
2100,4044,58.0
2101,2452,14.0
2101,3223,14.0
2101,3768,17.0
2103,2249,66.0
2103,2260,56.0
2103,2301,63.0
2103,2441,71.0
2103,2446,55.0
2103,2613,53.0
2103,2635,62.0
2103,2780,42.0
2103,2807,60.0
2103,2976,66.0
2103,3048,59.0
2103,3090,61.0
2103,3137,55.0
2103,3287,62.0
2103,3474,58.0
2103,3478,63.0
2103,3494,55.0
2103,3720,64.0
2103,4064,67.0
2104,2326,30.0
2104,2584,31.0
2104,2894,29.0
2104,3026,21.0
2104,3363,25.0
2104,3386,21.0
2104,4045,22.0
2105,3538,0.0
2106,2273,90.0
2106,2460,72.0
2106,2604,85.0
2106,2676,85.0
2106,2743,87.0
2106,2746,78.0
2106,2913,84.0
2106,3161,80.0
2106,3327,73.0
2106,3377,75.0
2106,3501,80.0
2106,3591,72.0
2106,3698,83.0
2106,3949,84.0
2106,3956,83.0
2106,4069,70.0
2106,4076,77.0
2107,2649,12.0
2107,3998,13.0
2108,2211,22.0
2108,2213,27.0
2108,2632,32.0
2108,3581,25.0
2108,3751,31.0
2109,3076,11.0
2109,3503,4.0
2109,3573,7.0
2110,3047,14.0
2110,3102,10.0
2111,2272,65.0
2111,2417,55.0
2111,2461,61.0
2111,2543,54.0
2111,2648,67.0
2111,2769,69.0
2111,2972,67.0
2111,2984,53.0
2111,3282,63.0
2111,3286,56.0
2111,3767,58.0
2111,3856,51.0
2111,4064,67.0
2112,2298,29.0
2112,2517,44.0
2112,2531,28.0
2112,3499,30.0
2112,3703,26.0
2112,3895,42.0
2113,2653,29.0
2113,3089,31.0
2113,3124,23.0
2113,3381,30.0
2113,3562,33.0
2113,3662,25.0
2113,3902,27.0
2114,2162,25.0
2114,2931,35.0
2114,3091,26.0
2114,3400,30.0
2114,3412,32.0
2114,3775,21.0
2115,2140,92.0
2115,2273,100.0
2115,2582,93.0
2115,2676,95.0
2115,2759,92.0
2115,2913,94.0
2115,2941,106.0
2115,3161,90.0
2115,3313,93.0
2115,3317,88.0
2115,3327,83.0
2115,3389,86.0
2115,3415,89.0
2115,3698,93.0
2115,3738,75.0
2115,3792,91.0
2115,3818,78.0
2115,3882,104.0
2115,3949,94.0
2115,3956,93.0
2116,2175,58.0
2116,2181,45.0
2116,2267,57.0
2116,2283,37.0
2116,2339,59.0
2116,2386,52.0
2116,2563,46.0
2116,2596,39.0
2116,3158,42.0
2116,3537,35.0
2116,3549,40.0
2116,3598,49.0
2116,3614,57.0
2116,3843,50.0
2116,3997,35.0
2117,2147,63.0
2117,2253,72.0
2117,2304,62.0
2117,2333,75.0
2117,3147,78.0
2117,3271,61.0
2117,3324,75.0
2117,3329,68.0
2117,3457,71.0
2117,3633,68.0
2117,3642,74.0
2117,3658,58.0
2117,3827,64.0
2117,3829,75.0
2117,3839,70.0
2117,3884,72.0
2117,3922,58.0
2117,3976,57.0
2118,2307,36.0
2118,2344,23.0
2118,2376,39.0
2118,2605,31.0
2118,2732,22.0
2118,2784,32.0
2118,2845,29.0
2118,2948,30.0
2118,3022,32.0
2118,3848,30.0
2119,2129,84.0
2119,2304,73.0
2119,2451,90.0
2119,2520,81.0
2119,2713,75.0
2119,2721,86.0
2119,2874,73.0
2119,2895,69.0
2119,3086,91.0
2119,3171,94.0
2119,3257,77.0
2119,3329,79.0
2119,3528,78.0
2119,3580,93.0
2119,3642,85.0
2119,3657,69.0
2119,3798,88.0
2119,3820,92.0
2119,3841,79.0
2119,3857,92.0
2119,4005,90.0
2120,2283,25.0
2120,2563,34.0
2120,2596,27.0
2120,2704,16.0
2120,2872,25.0
2120,2904,30.0
2120,3843,38.0
2121,2409,27.0
2121,2933,16.0
2121,3020,22.0
2121,3055,28.0
2121,3806,29.0
2121,3980,27.0
2122,2143,56.0
2122,2186,74.0
2122,2208,73.0
2122,2334,74.0
2122,2541,75.0
2122,2699,80.0
2122,2738,67.0
2122,2760,70.0
2122,2848,66.0
2122,2963,71.0
2122,3133,70.0
2122,3183,69.0
2122,3311,65.0
2122,3351,56.0
2122,3486,77.0
2122,3589,62.0
2122,3821,70.0
2122,4004,72.0
2123,2500,22.0
2123,2523,21.0
2123,2914,25.0
2123,3500,19.0
2123,3911,26.0
2123,3967,21.0
2123,3993,25.0
2124,2155,85.0
2124,2166,79.0
2124,2247,81.0
2124,2268,84.0
2124,2733,89.0
2124,2838,83.0
2124,2876,81.0
2124,2884,79.0
2124,2916,90.0
2124,2967,78.0
2124,2974,83.0
2124,3009,82.0
2124,3411,85.0
2124,3686,87.0
2124,3693,78.0
2124,3841,80.0
2124,3859,81.0
2125,2411,40.0
2125,2491,36.0
2125,2574,29.0
2125,2846,41.0
2125,2964,42.0
2125,3088,44.0
2125,3196,33.0
2125,3721,38.0
2125,4017,31.0
2126,2169,90.0
2126,2212,100.0
2126,2270,89.0
2126,2350,87.0
2126,2359,102.0
2126,2479,83.0
2126,2522,94.0
2126,2692,93.0
2126,2867,87.0
2126,2927,91.0
2126,2996,93.0
2126,3461,100.0
2126,3488,90.0
2126,3544,93.0
2126,3912,102.0
2126,3966,85.0
2126,4036,92.0
2126,4056,96.0
2127,2244,12.0
2127,2383,11.0
2127,3007,7.0
2127,3061,7.0
2127,3152,9.0
2127,3835,8.0
2128,2275,16.0
2128,2546,16.0
2128,2723,18.0
2128,2749,18.0
2128,2792,17.0
2128,3216,17.0
2128,3304,20.0
2129,2372,74.0
2129,2419,83.0
2129,2520,81.0
2129,2538,75.0
2129,2669,79.0
2129,2788,81.0
2129,2821,82.0
2129,2937,86.0
2129,2956,83.0
2129,3171,94.0
2129,3257,77.0
2129,3329,79.0
2129,3528,78.0
2129,3642,85.0
2129,3667,76.0
2129,3750,86.0
2129,3816,75.0
2129,3820,92.0
2129,3857,92.0
2129,4005,90.0
2129,4079,74.0
2131,2160,73.0
2131,2240,76.0
2131,2328,72.0
2131,2401,70.0
2131,2592,70.0
2131,2628,83.0
2131,2700,73.0
2131,2834,72.0
2131,3040,72.0
2131,3149,72.0
2131,3218,73.0
2131,3393,65.0
2131,3508,75.0
2131,3572,68.0
2131,3632,69.0
2131,3794,70.0
2131,3796,84.0
2131,3838,75.0
2131,3964,81.0
2131,3979,74.0
2131,4085,73.0
2132,3122,10.0
2132,3194,9.0
2132,3851,13.0
2132,3871,9.0
2133,2214,22.0
2133,2662,25.0
2133,2940,31.0
2133,2962,15.0
2133,3136,23.0
2133,3275,25.0
2134,2158,36.0
2134,2896,28.0
2134,3475,27.0
2134,3506,35.0
2134,3550,29.0
2134,3619,18.0
2135,2140,71.0
2135,2194,57.0
2135,2697,59.0
2135,2763,48.0
2135,2786,67.0
2135,3317,67.0
2135,3327,62.0
2135,3415,68.0
2135,3521,58.0
2135,3591,61.0
2135,3688,64.0
2135,3738,54.0
2135,3792,70.0
2136,2165,57.0
2136,2248,70.0
2136,2301,68.0
2136,2402,61.0
2136,2595,72.0
2136,2860,75.0
2136,3217,74.0
2136,3366,72.0
2136,3387,73.0
2136,3431,75.0
2136,3442,73.0
2136,3665,76.0
2136,3693,67.0
2136,3720,69.0
2136,3805,69.0
2136,3900,64.0
2136,4063,60.0
2136,4095,70.0
2137,2208,66.0
2137,2210,51.0
2137,2318,56.0
2137,2407,48.0
2137,2541,68.0
2137,2579,55.0
2137,2672,59.0
2137,2797,50.0
2137,3264,54.0
2137,3456,58.0
2137,3486,70.0
2137,3706,55.0
2137,4004,65.0
2137,4027,55.0
2138,2392,22.0
2138,2425,34.0
2138,2489,29.0
2138,2506,24.0
2138,3303,25.0
2138,3613,32.0
2138,3634,33.0
2138,4006,24.0
2139,3011,1.0
2140,2331,87.0
2140,2337,101.0
2140,2582,83.0
2140,2786,78.0
2140,3317,78.0
2140,3360,100.0
2140,3415,79.0
2140,3521,69.0
2140,3792,81.0
2140,3970,88.0
2141,2176,98.0
2141,2216,85.0
2141,2322,99.0
2141,2327,99.0
2141,2379,89.0
2141,2443,97.0
2141,2485,87.0
2141,2571,92.0
2141,2603,97.0
2141,2688,103.0
2141,2706,101.0
2141,2716,102.0
2141,2717,89.0
2141,2743,100.0
2141,2761,87.0
2141,2790,91.0
2141,2802,101.0
2141,2882,89.0
2141,2926,101.0
2141,3031,101.0
2141,3144,105.0
2141,3238,105.0
2141,3265,99.0
2141,3356,96.0
2141,3448,97.0
2141,3523,101.0
2141,3529,87.0
2141,3969,92.0
2142,3694,14.0
2142,3811,13.0
2143,2396,37.0
2143,2524,32.0
2143,2738,49.0
2143,2760,52.0
2143,3183,51.0
2143,3351,38.0
2143,3520,38.0
2143,4004,54.0
2144,2161,9.0
2145,2309,96.0
2145,2426,91.0
2145,2765,97.0
2145,2821,92.0
2145,2937,96.0
2145,2993,90.0
2145,3066,98.0
2145,3086,101.0
2145,3105,93.0
2145,3150,90.0
2145,3171,104.0
2145,3177,94.0
2145,3350,94.0
2145,3423,96.0
2145,3473,96.0
2145,3522,91.0
2145,3525,93.0
2145,3710,93.0
2145,3743,92.0
2145,3750,96.0
2145,3760,96.0
2145,3820,102.0
2145,3857,102.0
2145,3860,96.0
2145,3934,89.0
2145,4039,103.0
2146,2193,6.0
2146,3516,7.0
2146,3823,9.0
2147,2253,73.0
2147,2272,70.0
2147,2304,63.0
2147,2333,76.0
2147,2769,74.0
2147,2823,57.0
2147,2972,72.0
2147,3147,79.0
2147,3271,62.0
2147,3324,76.0
2147,3329,69.0
2147,3457,72.0
2147,3642,75.0
2147,3658,59.0
2147,3774,58.0
2147,3829,76.0
2147,3839,71.0
2147,3884,73.0
2147,3922,59.0
2147,3976,58.0
2148,2517,45.0
2148,2560,43.0
2148,2822,38.0
2148,2831,49.0
2148,2888,38.0
2148,3499,31.0
2148,3867,41.0
2148,3895,43.0
2148,3973,38.0
2149,2504,26.0
2149,2804,27.0
2149,2998,18.0
2149,3118,20.0
2149,3186,22.0
2149,3680,27.0
2149,3716,25.0
2150,2968,8.0
2151,2296,46.0
2151,2341,47.0
2151,2384,36.0
2151,2401,54.0
2151,2501,42.0
2151,2514,44.0
2151,2588,34.0
2151,2594,45.0
2151,2839,38.0
2151,3128,46.0
2151,3218,57.0
2151,4010,43.0
2152,2349,46.0
2152,2394,42.0
2152,2453,41.0
2152,2795,39.0
2152,2810,41.0
2152,3108,42.0
2152,3167,50.0
2152,3260,37.0
2152,3310,52.0
2152,3328,44.0
2152,3645,36.0
2153,2805,15.0
2153,3179,24.0
2153,4015,20.0
2154,2472,9.0
2154,3132,10.0
2154,4054,11.0
2155,2184,71.0
2155,2247,80.0
2155,2440,76.0
2155,2754,67.0
2155,2847,73.0
2155,2884,78.0
2155,3009,81.0
2155,3131,75.0
2155,3200,75.0
2155,3234,68.0
2155,3395,80.0
2155,3399,81.0
2155,3408,71.0
2155,3411,84.0
2155,3446,82.0
2155,3563,78.0
2155,3890,67.0
2156,3253,19.0
2156,3605,25.0
2156,3700,17.0
2156,3909,17.0
2156,3948,14.0
2157,2509,3.0
2157,3380,7.0
2158,2261,42.0
2158,2281,43.0
2158,2608,50.0
2158,2896,40.0
2158,2935,38.0
2158,2966,43.0
2158,3286,53.0
2158,3475,39.0
2158,3506,47.0
2158,3550,41.0
2159,2503,46.0
2159,2598,64.0
2159,2756,63.0
2159,2759,66.0
2159,2924,62.0
2159,3010,52.0
2159,3210,45.0
2159,3301,63.0
2159,3574,52.0
2159,3683,42.0
2159,3758,57.0
2159,4055,41.0
2159,4081,44.0
2160,2569,67.0
2160,2628,84.0
2160,2700,74.0
2160,2715,68.0
2160,2943,85.0
2160,3040,73.0
2160,3084,66.0
2160,3149,73.0
2160,3393,66.0
2160,3517,70.0
2160,3548,69.0
2160,3572,69.0
2160,3632,70.0
2160,3646,80.0
2160,3796,85.0
2160,3815,66.0
2160,3879,62.0
2160,3964,82.0
2160,4060,65.0
2161,3026,14.0
2161,3114,12.0
2161,4045,15.0
2162,3124,23.0
2162,3400,29.0
2162,3775,20.0
2162,4025,24.0
2163,2246,44.0
2163,2463,33.0
2163,2622,36.0
2163,2728,39.0
2163,2930,33.0
2163,3062,48.0
2163,4000,43.0
2164,3069,0.0
2165,2402,54.0
2165,2860,68.0
2165,2895,52.0
2165,3049,54.0
2165,3163,53.0
2165,3442,66.0
2165,3736,50.0
2165,3858,49.0
2165,4062,49.0
2165,4063,53.0
2166,2167,81.0
2166,2209,80.0
2166,2268,77.0
2166,2568,80.0
2166,2639,73.0
2166,2642,73.0
2166,2838,76.0
2166,2876,74.0
2166,2916,83.0
2166,2967,71.0
2166,2974,76.0
2166,3266,82.0
2166,3325,74.0
2166,3419,71.0
2166,3859,74.0
2167,2209,89.0
2167,2268,86.0
2167,2379,80.0
2167,2485,78.0
2167,2568,89.0
2167,2639,82.0
2167,2642,82.0
2167,2716,93.0
2167,2876,83.0
2167,2916,92.0
2167,2967,80.0
2167,2974,85.0
2167,3197,86.0
2167,3238,96.0
2167,3266,91.0
2167,3325,83.0
2167,3356,87.0
2167,3419,80.0
2167,3523,92.0
2167,3534,89.0
2167,3630,82.0
2167,3859,83.0
2167,3896,75.0
2168,2173,69.0
2168,2380,63.0
2168,2464,51.0
2168,2599,60.0
2168,2779,53.0
2168,2831,62.0
2168,2875,46.0
2168,3014,61.0
2168,3059,71.0
2168,3070,79.0
2168,3199,65.0
2168,3250,84.0
2168,3410,51.0
2168,3530,54.0
2168,3566,68.0
2168,3593,64.0
2168,3852,69.0
2169,2488,88.0
2169,2692,85.0
2169,2699,84.0
2169,2867,79.0
2169,2993,79.0
2169,3105,82.0
2169,3150,79.0
2169,3177,83.0
2169,3420,84.0
2169,3473,85.0
2169,3692,90.0
2169,3749,88.0
2169,3804,88.0
2169,3912,94.0
2169,3934,78.0
2169,3944,75.0
2169,3951,86.0
2169,4056,88.0
2170,2293,41.0
2170,2871,52.0
2170,2919,34.0
2170,3064,34.0
2170,3139,39.0
2170,3208,42.0
2170,3307,43.0
2170,3410,42.0
2170,3648,34.0
2170,3972,57.0
2170,4020,33.0
2172,2314,15.0
2172,2950,15.0
2172,3186,14.0
2173,2190,85.0
2173,2272,77.0
2173,2317,87.0
2173,2323,72.0
2173,2347,75.0
2173,2380,72.0
2173,2461,73.0
2173,2648,79.0
2173,2769,81.0
2173,2871,70.0
2173,2903,89.0
2173,2972,79.0
2173,3070,88.0
2173,3147,86.0
2173,3199,74.0
2173,3250,93.0
2173,3307,61.0
2173,3410,60.0
2173,3441,80.0
2173,3530,63.0
2173,3547,79.0
2173,3566,77.0
2173,3829,83.0
2175,2209,80.0
2175,2267,71.0
2175,2268,77.0
2175,2279,63.0
2175,2339,73.0
2175,2440,70.0
2175,2642,73.0
2175,2685,53.0
2175,2733,82.0
2175,2781,64.0
2175,2974,76.0
2175,3043,68.0
2175,3325,74.0
2175,3446,76.0
2175,3614,71.0
2175,3656,71.0
2175,3686,80.0
2175,3843,64.0
2175,3896,66.0
2176,2322,89.0
2176,2379,79.0
2176,2485,77.0
2176,2688,93.0
2176,2696,72.0
2176,2706,91.0
2176,2716,92.0
2176,2802,91.0
2176,2866,80.0
2176,2926,91.0
2176,3144,95.0
2176,3157,80.0
2176,3238,95.0
2176,3265,89.0
2176,3356,86.0
2176,3630,81.0
2176,3764,76.0
2176,3854,83.0
2176,3859,82.0
2176,3943,82.0
2176,3946,86.0
2176,4074,73.0
2177,2228,50.0
2177,2403,53.0
2177,2484,53.0
2177,2585,53.0
2177,2687,46.0
2177,2727,57.0
2177,2959,48.0
2177,3053,48.0
2177,3337,48.0
2177,3397,47.0
2177,3800,45.0
2177,3861,45.0
2178,2378,53.0
2178,2705,54.0
2178,3008,61.0
2178,3110,74.0
2178,3256,51.0
2178,3458,64.0
2178,3514,59.0
2178,3532,65.0
2178,3611,72.0
2178,3959,56.0
2178,3992,72.0
2179,2637,43.0
2179,2665,40.0
2179,2722,42.0
2179,3125,38.0
2179,3224,35.0
2179,3459,34.0
2179,3562,41.0
2179,3776,42.0
2179,3777,42.0
2179,3974,35.0
2179,4084,38.0
2180,2291,19.0
2180,2734,26.0
2180,2762,25.0
2180,2864,21.0
2180,3005,32.0
2180,3085,23.0
2180,3099,36.0
2180,3134,37.0
2180,3210,33.0
2180,3384,25.0
2181,2279,50.0
2181,2283,38.0
2181,2563,47.0
2181,2685,40.0
2181,2891,43.0
2181,3184,43.0
2181,3472,34.0
2181,3614,58.0
2181,3731,30.0
2181,3843,51.0
2181,3923,42.0
2181,3997,36.0
2183,2385,36.0
2183,2466,28.0
2183,2525,27.0
2183,2672,47.0
2183,2738,48.0
2183,2801,37.0
2183,2854,32.0
2183,2868,57.0
2183,3006,43.0
2183,3334,38.0
2183,3403,27.0
2184,2247,67.0
2184,2754,54.0
2184,2847,60.0
2184,3041,46.0
2184,3185,39.0
2184,3200,62.0
2184,3234,55.0
2184,3277,42.0
2184,3408,58.0
2184,3483,51.0
2184,3504,53.0
2184,3563,65.0
2184,3697,40.0
2184,3763,46.0
2184,3890,54.0
2185,2289,63.0
2185,2355,56.0
2185,2372,61.0
2185,2375,61.0
2185,2419,70.0
2185,2495,56.0
2185,2538,62.0
2185,2788,68.0
2185,3271,59.0
2185,3281,52.0
2185,3329,66.0
2185,3357,55.0
2185,3658,56.0
2185,3976,55.0
2186,2334,74.0
2186,2336,74.0
2186,2374,82.0
2186,2488,84.0
2186,2672,66.0
2186,2738,67.0
2186,2760,70.0
2186,2848,66.0
2186,3101,62.0
2186,3133,70.0
2186,3420,80.0
2186,3807,69.0
2186,3951,82.0
2186,3958,62.0
2186,4004,72.0
2186,4013,86.0
2187,2226,25.0
2187,2264,23.0
2187,2435,16.0
2187,2581,19.0
2187,2979,13.0
2187,3103,25.0
2187,3454,12.0
2187,3991,22.0
2187,4019,21.0
2188,2587,30.0
2188,2811,30.0
2188,2954,32.0
2188,3118,24.0
2188,3245,30.0
2188,3361,32.0
2188,3476,35.0
2188,3569,27.0
2189,3359,17.0
2189,3542,19.0
2189,3568,16.0
2189,3687,16.0
2190,2253,87.0
2190,2272,84.0
2190,2317,94.0
2190,2347,82.0
2190,2451,94.0
2190,2648,86.0
2190,2718,93.0
2190,2721,90.0
2190,2769,88.0
2190,2972,86.0
2190,3059,87.0
2190,3070,95.0
2190,3116,98.0
2190,3147,93.0
2190,3221,100.0
2190,3250,100.0
2190,3324,90.0
2190,3485,88.0
2190,3547,86.0
2190,3580,97.0
2190,3829,90.0
2190,3839,85.0
2191,2312,20.0
2191,2316,32.0
2191,3039,17.0
2191,3570,20.0
2191,3697,22.0
2191,3865,33.0
2192,3368,3.0
2193,3516,5.0
2193,3823,7.0
2194,2697,56.0
2194,2763,45.0
2194,2775,65.0
2194,2786,64.0
2194,2842,53.0
2194,3071,50.0
2194,3211,70.0
2194,3348,62.0
2194,3481,68.0
2194,3488,68.0
2194,3521,55.0
2194,3655,53.0
2194,3688,61.0
2195,2422,23.0
2195,3236,24.0
